wavelength_nm,R,T,A
5.219999999999998863e+02,2.098132140537462276e-01,3.351520926295931694e-08,7.901867524310445257e-01
5.229999999999998863e+02,2.100758702684053514e-01,4.035002538074767448e-08,7.899240893815692166e-01
5.240000000000000000e+02,2.103354500215359468e-01,4.854452588482105875e-08,7.896645014339381818e-01
5.250000000000000000e+02,2.105919556521008706e-01,5.836238638217955921e-08,7.894079859855127612e-01
5.259999999999998863e+02,2.108455266897620028e-01,7.011707915970587895e-08,7.891544031931588821e-01
5.270000000000000000e+02,2.110958914767259165e-01,8.418107461884828814e-08,7.889040243421994170e-01
5.280000000000000000e+02,2.113435104587415014e-01,1.009965303133501808e-07,7.886563885447280819e-01
5.289999999999998863e+02,2.115877687949397623e-01,1.210882007044970649e-07,7.884121101168595214e-01
5.300000000000000000e+02,2.118294623772219720e-01,1.450780902561616158e-07,7.881703925446877923e-01
5.310000000000000000e+02,2.120676845817289491e-01,1.737035335256507583e-07,7.879321417147374662e-01
5.320000000000000000e+02,2.123032656710766297e-01,2.078372993506920049e-07,7.876965264916240272e-01
5.330000000000000000e+02,2.125338076733823689e-01,2.485131283908106367e-07,7.874659438134892220e-01
5.340000000000000000e+02,2.127618397458090338e-01,2.969521093007747783e-07,7.872378633020815641e-01
5.350000000000000000e+02,2.129866284753680616e-01,3.545984121753772938e-07,7.870130169262197217e-01
5.359999999999998863e+02,2.132086218769642938e-01,4.231572528118887259e-07,7.867909549657828849e-01
5.369999999999998863e+02,2.134278327444908974e-01,5.046416094189545240e-07,7.865716626138996581e-01
5.380000000000000000e+02,2.136436806692555146e-01,6.014263648582336860e-07,7.863557179043796364e-01
5.389999999999998863e+02,2.138575133517000570e-01,7.163097875230169656e-07,7.861417703385125133e-01
5.399999999999998863e+02,2.141288320081467245e-01,8.784760471266957697e-07,7.858702895158061752e-01
5.410000000000000000e+02,2.144057373236343822e-01,1.080122099080250076e-06,7.855931825542665781e-01
5.420000000000000000e+02,2.146784535185388143e-01,1.327049594831909039e-06,7.853202194318662510e-01
5.429999999999998863e+02,2.149498074384239288e-01,1.629195443861629327e-06,7.850485633661321572e-01
5.440000000000000000e+02,2.152175015723030160e-01,1.998636988481705666e-06,7.847804997907085189e-01
5.450000000000000000e+02,2.154827880597426915e-01,2.450025577101755523e-06,7.845147619146801699e-01
5.459999999999998863e+02,2.157462981777167887e-01,3.001128042142753241e-06,7.842507006942410763e-01
5.470000000000000000e+02,2.160044633631655331e-01,3.673496565647275678e-06,7.839918631402689186e-01
5.480000000000000000e+02,2.162652698903974324e-01,4.493171531312410091e-06,7.837302369380713118e-01
5.490000000000000000e+02,2.165145449676476042e-01,5.491798161979107494e-06,7.834799632341904463e-01
5.499999999999998863e+02,2.167748470347161394e-01,6.707383950662057840e-06,7.832184455813331336e-01
5.510000000000000000e+02,2.170121598244039163e-01,8.186341171830498263e-06,7.829796538344242496e-01
5.520000000000000000e+02,2.172730324713600114e-01,9.983895031553921120e-06,7.827169836336084208e-01
5.529999999999998863e+02,2.174963556442077173e-01,1.216801472152369733e-05,7.824914763410707463e-01
5.539999999999998863e+02,2.177604117852317001e-01,1.481858947840518842e-05,7.822247696252899729e-01
5.550000000000000000e+02,2.179711176801265027e-01,1.803497523670705109e-05,7.820108473446368835e-01
5.560000000000000000e+02,2.182349466196262799e-01,2.193251140329006266e-05,7.817431208689704647e-01
5.569999999999998863e+02,2.184405849778043307e-01,2.665559336455386327e-05,7.815327594288310475e-01
5.580000000000000000e+02,2.186914322339277850e-01,3.237133921479213222e-05,7.812761964268575277e-01
5.590000000000000000e+02,2.189110708667735827e-01,3.928690405298259101e-05,7.810496422291733909e-01
5.599999999999998863e+02,2.191235082416780056e-01,4.764752607104044175e-05,7.808288442322509626e-01
5.610000000000000000e+02,2.193879892983730262e-01,5.774361179963258099e-05,7.805542670898273361e-01
5.620000000000000000e+02,2.195290382434947618e-01,6.994253990360783967e-05,7.804010192166016546e-01
5.630000000000000000e+02,2.198678780963962687e-01,8.463922008890169388e-05,7.800474826835147590e-01
5.640000000000000000e+02,2.199385160578949672e-01,9.624492795790543116e-05,7.799652390141471603e-01
5.650000000000000000e+02,2.203415886239507016e-01,9.966678905683749217e-05,7.795587445869924803e-01
5.660000000000000000e+02,2.204666189406081778e-01,1.032341704519416589e-04,7.794301468889398565e-01
5.669999999999998863e+02,2.207435167883379790e-01,1.068957785873257411e-04,7.791495874330746085e-01
5.679999999999998863e+02,2.210375360323893201e-01,1.106704628514609709e-04,7.788517935047591934e-01
