wavelength_nm,R
4.539999999999999432e+02,4.680818117157487523e-01
4.550000000000000000e+02,4.645479282521955966e-01
4.559999999999999432e+02,4.608470288336516396e-01
4.570000000000000000e+02,4.570115245961669515e-01
4.580000000000000000e+02,4.530025955898851486e-01
4.589999999999999432e+02,4.488218206471351057e-01
4.600000000000000000e+02,4.445167533875475363e-01
4.609999999999999432e+02,4.400842024015216847e-01
4.620000000000000000e+02,4.354886889609104750e-01
4.629999999999999432e+02,4.307356859104016777e-01
4.640000000000000000e+02,4.258296275884598803e-01
4.650000000000000000e+02,4.207677125157235354e-01
4.659999999999999432e+02,4.155179845649303871e-01
4.670000000000000000e+02,4.100957654053311030e-01
4.679999999999999432e+02,4.045152874866844717e-01
4.690000000000000000e+02,3.987814875491855204e-01
4.699999999999999432e+02,3.929268262095835795e-01
4.709999999999999432e+02,3.870129737058425889e-01
4.720000000000000000e+02,3.809637965659501413e-01
4.729999999999999432e+02,3.747833958678853938e-01
4.740000000000000000e+02,3.683983274555883147e-01
4.749999999999999432e+02,3.618645027246636947e-01
4.760000000000000000e+02,3.552059222963479534e-01
4.769999999999999432e+02,3.484503290941201592e-01
4.779999999999998863e+02,3.417845278061712455e-01
4.790000000000000000e+02,3.350210043802099857e-01
4.799999999999999432e+02,3.281662977543613469e-01
4.809999999999999432e+02,3.211855041440588310e-01
4.820000000000000000e+02,3.140622192589025974e-01
4.829999999999999432e+02,3.068660230218825946e-01
4.839999999999999432e+02,2.996054622581210691e-01
4.850000000000000000e+02,2.923588382412379283e-01
4.860000000000000000e+02,2.850968979464535979e-01
4.869999999999999432e+02,2.777997827192865143e-01
4.880000000000000568e+02,2.704775793824052421e-01
4.890000000000000000e+02,2.631690601257130613e-01
4.899999999999999432e+02,2.558600909072427654e-01
4.909999999999999432e+02,2.485587330705400499e-01
4.920000000000000000e+02,2.412765367322810273e-01
4.930000000000000000e+02,2.340281446609152050e-01
4.939999999999999432e+02,2.268227924538959717e-01
4.949999999999999432e+02,2.196729957999927207e-01
4.960000000000000000e+02,2.125980942108130767e-01
4.969999999999999432e+02,2.056633069464120778e-01
4.979999999999999432e+02,1.988218247583807552e-01
4.990000000000000000e+02,1.920865808901104366e-01
5.000000000000000000e+02,1.854678165490057373e-01
5.009999999999999432e+02,1.790008632640597841e-01
5.020000000000000000e+02,1.726778823491842696e-01
5.030000000000000000e+02,1.665116244203802554e-01
5.039999999999999432e+02,1.605146456254963050e-01
5.049999999999999432e+02,1.547746796414445347e-01
5.060000000000000000e+02,1.491873638946572544e-01
5.070000000000000000e+02,1.438031499771411648e-01
5.079999999999999432e+02,1.386328034474788029e-01
5.089999999999998863e+02,1.336243074822717758e-01
5.100000000000000000e+02,1.288513937175341517e-01
5.109999999999999432e+02,1.243313169300562376e-01
5.119999999999999432e+02,1.200732714962416819e-01
5.130000000000000000e+02,1.161323102581549582e-01
5.140000000000000000e+02,1.124825336324730141e-01
5.149999999999998863e+02,1.091091247711763607e-01
5.160000000000000000e+02,1.060317616613204311e-01
5.170000000000000000e+02,1.032365954809172925e-01
5.180000000000000000e+02,1.007294648788316233e-01
5.189999999999998863e+02,9.851294803801163846e-02
5.200000000000000000e+02,9.658897705153285385e-02
5.210000000000000000e+02,9.495850045262672900e-02
5.219999999999998863e+02,9.364021212499987201e-02
5.229999999999998863e+02,9.261900129195464737e-02
5.240000000000000000e+02,9.189316556459996288e-02
5.250000000000000000e+02,9.146012194058740497e-02
5.259999999999998863e+02,9.131387671294843855e-02
5.270000000000000000e+02,9.145772752044450948e-02
5.280000000000000000e+02,9.188216805259545594e-02
5.289999999999998863e+02,9.258155180905133785e-02
5.300000000000000000e+02,9.354636417310506491e-02
5.310000000000000000e+02,9.473949550566276856e-02
5.320000000000000000e+02,9.617830175073434351e-02
5.330000000000000000e+02,9.785491832827897252e-02
5.340000000000000000e+02,9.976104288405940324e-02
5.350000000000000000e+02,1.019114897415096116e-01
5.359999999999998863e+02,1.043219990857453122e-01
5.369999999999998863e+02,1.069385919722127543e-01
5.380000000000000000e+02,1.097515681926933689e-01
5.389999999999998863e+02,1.127510427451409863e-01
5.399999999999998863e+02,1.159536574789846175e-01
5.410000000000000000e+02,1.192883151611449644e-01
5.420000000000000000e+02,1.227797428916518191e-01
5.429999999999998863e+02,1.264178363208044720e-01
5.440000000000000000e+02,1.301895098510855164e-01
5.450000000000000000e+02,1.340748029638409999e-01
5.459999999999998863e+02,1.380754332441168075e-01
5.470000000000000000e+02,1.421818161610848841e-01
5.480000000000000000e+02,1.463845421410593928e-01
5.490000000000000000e+02,1.507107255915465238e-01
5.499999999999998863e+02,1.551722404873130401e-01
5.510000000000000000e+02,1.597067140373112093e-01
5.520000000000000000e+02,1.643052923433189483e-01
5.529999999999998863e+02,1.689594028595080011e-01
5.539999999999998863e+02,1.736054396540612776e-01
5.550000000000000000e+02,1.782330673971700696e-01
5.560000000000000000e+02,1.828895803017704380e-01
5.569999999999998863e+02,1.875681161673425912e-01
5.580000000000000000e+02,1.922621140900827030e-01
5.590000000000000000e+02,1.970153312400529377e-01
5.599999999999998863e+02,2.018227188202130484e-01
5.610000000000000000e+02,2.066286682335072011e-01
5.620000000000000000e+02,2.114275444908515766e-01
5.630000000000000000e+02,2.162140181386205118e-01
5.640000000000000000e+02,2.209550499648297861e-01
5.650000000000000000e+02,2.256316884451100291e-01
5.660000000000000000e+02,2.302815338082542795e-01
5.669999999999998863e+02,2.349005645008870602e-01
